mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
53	52	52	1	3/4	3/4	0							54
54	53	53	1	3/4	1/2	0						end	1, 55
1	0	53	1	3/4	1/4	1/2			1			firstMeasure	2
2	1	54	1	3/4	3/4	0							3
3	2	55	1	3/4	3/4	0							4
4	3	56	1	3/4	3/4	0					line		5
5	4	57	1	3/4	3/4	0							6
6	5	58	1	3/4	3/4	0							7
7	6	59	1	3/4	3/4	0							8
8	7	60	1	3/4	3/4	0							9
9	8	61	1	3/4	3/4	0					line		10
10	9	62	1	3/4	3/4	0							11
11	10	63	1	3/4	3/4	0							12
12	11	64	1	3/4	3/4	0							13
13	12	65	1	3/4	3/4	0							14
14	13	66	1	3/4	3/4	0							15
15	14	67	1	3/4	3/4	0							16
16	15	68	1	3/4	3/4	0							17
17	16	69	1	3/4	3/4	0							18
18	17	70	1	3/4	3/4	0							19
19	18	71	1	3/4	3/4	0							20
20	19	72	1	3/4	3/4	0							21
21	20	73	1	3/4	3/4	0							22
22	21	74	1	3/4	3/4	0							23
23	22	75	1	3/4	3/4	0							24
24	23	76	1	3/4	3/4	0							25
25	24	77	1	3/4	3/4	0							26
26	25	78	1	3/4	3/4	0							27
27	26	79	1	3/4	3/4	0							28
28	27	80	1	3/4	3/4	0							29
29	28	81	1	3/4	3/4	0							30
30	29	82	1	3/4	3/4	0							31
31	30	83	1	3/4	3/4	0							32
32	31	84	1	3/4	3/4	0							33
33	32	85	1	3/4	3/4	0							34
34	33	86	1	3/4	3/4	0							35
35	34	87	1	3/4	3/4	0							36
36	35	88	1	3/4	3/4	0							37
37	36	89	1	3/4	3/4	0							38
38	37	90	1	3/4	3/4	0							39
39	38	91	1	3/4	3/4	0							40
40	39	92	1	3/4	3/4	0					line		41
41	40	93	1	3/4	3/4	0							42
42	41	94	1	3/4	3/4	0							43
43	42	95	1	3/4	3/4	0							44
44	43	96	1	3/4	3/4	0							45
45	44	97	1	3/4	3/4	0							46
46	45	98	1	3/4	3/4	0							47
47	46	99	1	3/4	3/4	0							48
48	47	100	1	3/4	3/4	0							49
49	48	101	1	3/4	3/4	0							50
50	49	102	1	3/4	3/4	0							51
51	50	103	1	3/4	3/4	0							52
52	51	104	1	3/4	3/4	0							53
53	52	105	1	3/4	3/4	0							54
54	53	106	1	3/4	1/2	0						end	1, 55
55	53	106	1	3/4	1/4	1/2			1			start	56
56	54	107	1	3/4	3/4	0							57
57	55	108	1	3/4	3/4	0							58
58	56	109	1	3/4	3/4	0							59
59	57	110	1	3/4	3/4	0							60
60	58	111	1	3/4	3/4	0							61
61	59	112	1	3/4	3/4	0							62
62	60	113	1	3/4	3/4	0							63
63	61	114	1	3/4	3/4	0							64
64	62	115	1	3/4	3/4	0							65
65	63	116	1	3/4	3/4	0							66
66	64	117	1	3/4	3/4	0							67
67	65	118	1	3/4	3/4	0							68
68	66	119	1	3/4	3/4	0							69
69	67	120	1	3/4	3/4	0							70
70	68	121	1	3/4	3/4	0							71
71	69	122	1	3/4	3/4	0							72
72	70	123	1	3/4	3/4	0							73
73	71	124	1	3/4	3/4	0							74
74	72	125	1	3/4	3/4	0							75
75	73	126	1	3/4	3/4	0							76
76	74	127	1	3/4	3/4	0							77
77	75	128	1	3/4	3/4	0							78
78	76	129	1	3/4	3/4	0							79
79	77	130	1	3/4	3/4	0							80
80	78	131	1	3/4	3/4	0							81
81	79	132	1	3/4	3/4	0							82
82	80	133	1	3/4	3/4	0							83
83	81	134	1	3/4	3/4	0							84
84	82	135	1	3/4	3/4	0							85
85	83	136	1	3/4	3/4	0							86
86	84	137	1	3/4	3/4	0							87
87	85	138	1	3/4	3/4	0							88
88	86	139	1	3/4	3/4	0							89
89	87	140	1	3/4	3/4	0							90
90	88	141	1	3/4	3/4	0							91
91	89	142	1	3/4	3/4	0							92
92	90	143	1	3/4	3/4	0							93
93	91	144	1	3/4	3/4	0							94
94	92	145	1	3/4	3/4	0							95
95	93	146	1	3/4	3/4	0							96
96	94	147	1	3/4	3/4	0							97
97	95	148	1	3/4	3/4	0							98
98	96	149	1	3/4	3/4	0							99
99	97	150	1	3/4	3/4	0							100
100	98	151	1	3/4	3/4	0							101
101	99	152	1	3/4	3/4	0							102
102	100	153	1	3/4	3/4	0							103
103	101	154	1	3/4	3/4	0							104
104	102	155	1	3/4	3/4	0							105
105	103	156	1	3/4	3/4	0							106
106	104	157	1	3/4	3/4	0							107
107	105	158	1	3/4	3/4	0							108
108	106	159	1	3/4	3/4	0							109
109	107	160	1	3/4	3/4	0							110
110	108	161	1	3/4	3/4	0							111
111	109	162	1	3/4	3/4	0							112
112	110	163	1	3/4	3/4	0							113
113	111	164	1	3/4	3/4	0							114
114	112	165	1	3/4	3/4	0							115
115	113	166	1	3/4	3/4	0							116
116	114	167	1	3/4	3/4	0							117
117	115	168	1	3/4	3/4	0							118
118	116	169	1	3/4	3/4	0							119
119	117	170	1	3/4	3/4	0							120
120	118	171	1	3/4	3/4	0							121
121	119	172	1	3/4	3/4	0							122
122	120	173	1	3/4	1/2	0				end-repeat		end	55, -1
55	53	173	1	3/4	1/4	1/2			1			start	56
56	54	174	1	3/4	3/4	0							57
57	55	175	1	3/4	3/4	0							58
58	56	176	1	3/4	3/4	0							59
59	57	177	1	3/4	3/4	0							60
60	58	178	1	3/4	3/4	0							61
61	59	179	1	3/4	3/4	0							62
62	60	180	1	3/4	3/4	0							63
63	61	181	1	3/4	3/4	0							64
64	62	182	1	3/4	3/4	0							65
65	63	183	1	3/4	3/4	0							66
66	64	184	1	3/4	3/4	0							67
67	65	185	1	3/4	3/4	0							68
68	66	186	1	3/4	3/4	0							69
69	67	187	1	3/4	3/4	0							70
70	68	188	1	3/4	3/4	0							71
71	69	189	1	3/4	3/4	0							72
72	70	190	1	3/4	3/4	0							73
73	71	191	1	3/4	3/4	0							74
74	72	192	1	3/4	3/4	0							75
75	73	193	1	3/4	3/4	0							76
76	74	194	1	3/4	3/4	0							77
77	75	195	1	3/4	3/4	0							78
78	76	196	1	3/4	3/4	0							79
79	77	197	1	3/4	3/4	0							80
80	78	198	1	3/4	3/4	0							81
81	79	199	1	3/4	3/4	0							82
82	80	200	1	3/4	3/4	0							83
83	81	201	1	3/4	3/4	0							84
84	82	202	1	3/4	3/4	0							85
85	83	203	1	3/4	3/4	0							86
86	84	204	1	3/4	3/4	0							87
87	85	205	1	3/4	3/4	0							88
88	86	206	1	3/4	3/4	0							89
89	87	207	1	3/4	3/4	0							90
90	88	208	1	3/4	3/4	0							91
91	89	209	1	3/4	3/4	0							92
92	90	210	1	3/4	3/4	0							93
93	91	211	1	3/4	3/4	0							94
94	92	212	1	3/4	3/4	0							95
95	93	213	1	3/4	3/4	0							96
96	94	214	1	3/4	3/4	0							97
97	95	215	1	3/4	3/4	0							98
98	96	216	1	3/4	3/4	0							99
99	97	217	1	3/4	3/4	0							100
100	98	218	1	3/4	3/4	0							101
101	99	219	1	3/4	3/4	0							102
102	100	220	1	3/4	3/4	0							103
103	101	221	1	3/4	3/4	0							104
104	102	222	1	3/4	3/4	0							105
105	103	223	1	3/4	3/4	0							106
106	104	224	1	3/4	3/4	0							107
107	105	225	1	3/4	3/4	0							108
108	106	226	1	3/4	3/4	0							109
109	107	227	1	3/4	3/4	0							110
110	108	228	1	3/4	3/4	0							111
111	109	229	1	3/4	3/4	0							112
112	110	230	1	3/4	3/4	0							113
113	111	231	1	3/4	3/4	0							114
114	112	232	1	3/4	3/4	0							115
115	113	233	1	3/4	3/4	0							116
116	114	234	1	3/4	3/4	0							117
117	115	235	1	3/4	3/4	0							118
118	116	236	1	3/4	3/4	0							119
119	117	237	1	3/4	3/4	0							120
120	118	238	1	3/4	3/4	0							121
121	119	239	1	3/4	3/4	0							122
122	120	240	1	3/4	1/2	0				end-repeat		end	55, -1
